id,target
859,0.08095
860,0.09057
862,0.09113
863,0.08694
864,0.07728
867,0.06905
868,0.08270
869,0.09036
871,0.07156
873,0.07529
875,0.09449
876,0.08502
877,0.08495
879,0.09821
880,0.12609
883,0.08696
884,0.07523
885,0.09490
886,0.06777
887,0.07264
888,0.08011
891,0.11159
893,0.07240
895,0.11962
897,0.07954
898,0.12422
901,0.10765
902,0.09021
904,0.11435
905,0.08613
907,0.11829
908,0.08133
909,0.09954
910,0.07262
911,0.06961
913,0.07836
914,0.08071
915,0.14542
916,0.09552
917,0.07807
919,0.08013
920,0.08943
923,0.07542
924,0.06574
925,0.08881
926,0.07052
928,0.08520
929,0.07243
932,0.07597
935,0.09189
936,0.08177
937,0.07824
938,0.10180
939,0.06930
940,0.11338
941,0.07982
944,0.08806
945,0.07937
946,0.12561
947,0.10323
949,0.07642
950,0.09198
952,0.07732
953,0.09381
955,0.07743
956,0.07569
957,0.06712
960,0.06687
961,0.08784
962,0.09400
963,0.07270
964,0.10017
967,0.09101
975,0.11085
976,0.06936
977,0.07647
978,0.08787
980,0.07527
985,0.08404
986,0.10058
987,0.08447
989,0.07130
992,0.07389
994,0.08361
995,0.11187
996,0.07114
997,0.07815
998,0.07722
999,0.11016
1000,0.08183
1004,0.10270
1005,0.12006
1006,0.08046
1007,0.10200
1010,0.10728
1011,0.12701
1012,0.06964
1013,0.08401
1014,0.07486
1016,0.09767
1018,0.08694
1019,0.06774
1020,0.07534
1022,0.10378
1023,0.07317
1024,0.09263
1025,0.08283
1029,0.10198
1031,0.07358
1032,0.07639
1033,0.08174
1034,0.09216
1035,0.08859
1036,0.07884
1037,0.06468
1038,0.09099
1039,0.08248
1041,0.06954
1043,0.07496
1049,0.08419
1050,0.11993
1051,0.09286
1052,0.08638
1053,0.08570
1054,0.09318
1056,0.07691
1057,0.11600
1060,0.10720
1061,0.06565
1062,0.08179
1063,0.10078
1064,0.06907
1065,0.08280
1066,0.07297
1068,0.10609
1073,0.09001
1075,0.07304
1079,0.06723
1081,0.08725
1083,0.08327
1085,0.07241
1086,0.07212
1087,0.07674
1088,0.07698
1089,0.07143
1090,0.11799
1091,0.08078
1092,0.07963
1095,0.08901
1098,0.09729
1099,0.08582
1100,0.12026
1101,0.09369
1103,0.11164
1104,0.09641
1106,0.08367
1107,0.08084
1108,0.10599
1109,0.07152
1113,0.10361
1114,0.11755
1116,0.08056
1117,0.10034
1118,0.09080
1119,0.06578
1120,0.08123
1121,0.08022
1122,0.07732
1123,0.09929
1125,0.07252
1126,0.09738
1127,0.06521
1128,0.08577
1129,0.09932
1130,0.08895
1132,0.07484
1133,0.08646
1136,0.07071
1137,0.08908
1140,0.07283
1142,0.10886
1144,0.10650
1145,0.08259
1146,0.06410
1148,0.08885
1150,0.07101
1151,0.08433
1153,0.11362
1154,0.11463
1155,0.11004
1156,0.08456
1157,0.07308
1158,0.09334
1160,0.07571
1161,0.07030
1167,0.07123
1168,0.07081
1170,0.07226
1171,0.10488
1173,0.08624
1174,0.12296
1175,0.07999
1176,0.08933
1177,0.07941
1178,0.07875
1179,0.06606
1180,0.07031
1181,0.10219
1182,0.07940
1183,0.09696
1185,0.12157
1188,0.07619
1189,0.06751
1190,0.07625
1191,0.08983
1192,0.11616
1194,0.08187
1197,0.08056
1198,0.07759
1199,0.10538
1200,0.07706
1203,0.07588
1204,0.10826
1207,0.08211
1208,0.10167
1209,0.06955
1210,0.11862
1211,0.06723
1213,0.07746
1214,0.06839
1215,0.09244
1216,0.10290
1217,0.08844
1218,0.07306
1219,0.07486
1223,0.07859
1225,0.09264
1226,0.07774
1228,0.10317
1229,0.09023
1231,0.10970
1232,0.10774
1233,0.10497
1235,0.09981
1238,0.06904
1239,0.06585
1240,0.09267
1241,0.07639
1242,0.07958
1243,0.07614
1244,0.08254
1246,0.10610
1249,0.09196
1250,0.06493
1252,0.06270
1254,0.08010
1255,0.06844
1256,0.07711
1257,0.07070
1258,0.06672
1259,0.08214
1260,0.07406
1262,0.07336
1263,0.07680
1264,0.07817
1265,0.09748
1266,0.06141
1269,0.08431
1270,0.06722
1271,0.07026
1272,0.10390
1273,0.07373
1274,0.08703
1277,0.08463
1278,0.06733
1281,0.09044
1282,0.11558
1283,0.07083
1284,0.06941
1285,0.07110
1286,0.11649
1289,0.06380
1291,0.07044
1292,0.07891
1293,0.10712
1294,0.10599
1295,0.11488
1297,0.08489
1298,0.08616
1301,0.07369
1304,0.08778
1305,0.07934
1307,0.10236
1308,0.07673
1309,0.12424
1313,0.09685
1314,0.09901
1316,0.09982
1317,0.07413
1318,0.09832
1320,0.08267
1321,0.07584
1322,0.09760
1323,0.07224
1325,0.09075
1330,0.08014
1331,0.08730
1334,0.10147
1337,0.06571
1339,0.11418
1340,0.08657
1341,0.07570
1343,0.06830
1344,0.08554
1347,0.09488
1348,0.09442
1350,0.06961
1351,0.09687
1355,0.08076
1356,0.10769
1357,0.08801
1358,0.07285
1360,0.09026
1363,0.08388
1364,0.07877
1366,0.07655
1367,0.12855
1368,0.09528
1369,0.07304
1370,0.10661
1375,0.07043
1376,0.06326
1378,0.10238
1379,0.07223
1380,0.08110
1384,0.06556
1385,0.07360
1386,0.14575
1388,0.09625
1389,0.07503
1391,0.08971
1392,0.07454
1393,0.13398
1395,0.08584
1396,0.08562
1399,0.08684
1400,0.10754
1401,0.08536
1404,0.08976
1405,0.06708
1406,0.07679
1407,0.06637
1409,0.09170
1411,0.08494
1414,0.12192
1415,0.09284
1416,0.09337
1418,0.12953
1419,0.09486
1420,0.08234
1422,0.08781
1424,0.09153
1426,0.07888
1427,0.10532
1428,0.11601
1429,0.09959
1431,0.06994
1432,0.10202
1434,0.09711
1435,0.09524
1439,0.09546
1440,0.10503
1441,0.07929
1442,0.07674
1446,0.09103
1447,0.09732
1451,0.08890
1452,0.06609
1454,0.08737
1457,0.08042
1458,0.07459
1459,0.09031
1461,0.08985
1462,0.07736
1465,0.06782
1468,0.08461
1470,0.08413
1471,0.07191
1472,0.07953
1476,0.07608
1482,0.07604
1485,0.07483
1486,0.09009
1487,0.13612
1489,0.07094
1492,0.07568
1494,0.11890
1495,0.07258
1497,0.08042
1499,0.06630
1500,0.11800
1501,0.07999
1505,0.12078
1507,0.08891
1509,0.08236
1511,0.08373
1513,0.07439
1514,0.10168
1515,0.11021
1517,0.13247
1520,0.08094
1522,0.09432
1523,0.07038
1524,0.11116
1526,0.07925
1527,0.06690
1528,0.07681
1531,0.08011
1533,0.09775
1534,0.08422
1535,0.11282
1538,0.07284
1541,0.10772
1542,0.08319
1543,0.08818
1546,0.09824
1548,0.08182
1549,0.10853
1550,0.07910
1551,0.09548
1553,0.10534
1558,0.07044
1560,0.08510
1561,0.09712
1562,0.07949
1565,0.10430
1566,0.09994
1567,0.07799
1568,0.06644
1569,0.07533
1570,0.08041
1573,0.06950
1576,0.07656
1577,0.06655
1579,0.09075
1580,0.09691
1581,0.09413
1584,0.08521
1586,0.07413
1587,0.08057
1590,0.07160
1591,0.06892
1594,0.12473
1595,0.06367
1596,0.07636
1601,0.09632
1605,0.10274
1607,0.11329
1608,0.07085
1610,0.07711
1611,0.07105
1612,0.08573
1616,0.11114
1617,0.11436
1618,0.07337
1620,0.08129
1621,0.06994
1623,0.07752
1624,0.09767
1625,0.06902
1626,0.06859
1628,0.07207
1630,0.06671
1632,0.09065
1633,0.09711
1635,0.10871
1637,0.08681
1638,0.10269
1639,0.07997
1640,0.09370
1643,0.12262
1644,0.08181
1645,0.10168
1647,0.07233
1649,0.06777
1651,0.07728
1652,0.08660
1654,0.10893
1655,0.07698
1656,0.11007
1658,0.09623
1660,0.08200
1661,0.06852
1662,0.10836
1663,0.06898
1664,0.09393
1665,0.08890
1668,0.12353
1669,0.07004
1673,0.08960
1674,0.08051
1675,0.06753
1676,0.08093
1677,0.07426
1679,0.09813
1682,0.09222
1683,0.08059
1685,0.07748
1687,0.07025
1689,0.10693
1690,0.09745
1694,0.09676
1696,0.06591
1697,0.07493
1699,0.08256
1700,0.12230
1701,0.06716
1702,0.07971
1704,0.07118
1705,0.09331
1708,0.07408
1710,0.07308
1712,0.07030
1719,0.10786
1720,0.06989
1722,0.08810
1723,0.09251
1724,0.09946
1725,0.09378
1726,0.10294
1727,0.07218
1728,0.07453
1732,0.06749
1733,0.07536
1734,0.11700
1735,0.10545
1739,0.11046
1740,0.06978
1741,0.11382
1742,0.09459
1743,0.08574
1744,0.11237
1746,0.07594
1750,0.07653
1753,0.08202
1755,0.09314
1758,0.07628
1760,0.06585
1763,0.08736
1765,0.09090
1766,0.11324
1769,0.08983
1771,0.07044
1772,0.07097
1775,0.09016
1776,0.07447
1778,0.08340
1780,0.09614
1781,0.07874
1783,0.06976
1785,0.08293
1788,0.10109
1791,0.07439
1793,0.10611
1794,0.08870
1796,0.07796
1797,0.10172
1798,0.12451
1800,0.07901
1803,0.11434
1804,0.09679
1810,0.06674
1812,0.07457
1813,0.07186
1816,0.07415
1817,0.07888
1818,0.07230
1819,0.08285
1820,0.07262
1821,0.09664
1822,0.07971
1823,0.06950
1826,0.08263
1827,0.07545
1828,0.11207
1829,0.07345
1830,0.08705
1831,0.07105
1834,0.06585
1836,0.08377
1839,0.07582
1841,0.09679
1846,0.09335
1847,0.08577
1850,0.12199
1852,0.09970
1853,0.07350
1854,0.11164
1855,0.07238
1857,0.06928
1858,0.08383
1860,0.08824
1863,0.10640
1866,0.08669
1868,0.07466
1869,0.08146
1870,0.06237
1874,0.06646
1875,0.08468
1877,0.13699
1878,0.07766
1879,0.06470
1881,0.06917
1882,0.11028
1885,0.08411
1886,0.10128
1887,0.13393
1888,0.07030
1889,0.07350
1890,0.09478
1891,0.09532
1892,0.07946
1894,0.07490
1895,0.10246
1896,0.12014
1897,0.07651
1898,0.09892
1901,0.07477
1904,0.06998
1905,0.07474
1906,0.07031
1907,0.09626
1908,0.09134
1910,0.10864
1911,0.07698
1914,0.08052
1916,0.09093
1919,0.08181
1920,0.11047
1921,0.08287
1922,0.09353
1923,0.08662
1924,0.09520
1926,0.08276
1928,0.07038
1929,0.08718
1931,0.10933
1932,0.08390
1933,0.07014
1934,0.07114
1935,0.07269
1936,0.08424
1937,0.07856
1939,0.08184
1940,0.10475
1942,0.08085
1944,0.08654
1945,0.07381
1946,0.10245
1947,0.08151
1948,0.09748
1954,0.08885
1955,0.11412
1956,0.06524
1958,0.07490
1961,0.08400
1963,0.07222
1967,0.07061
1968,0.08105
1970,0.06581
1971,0.07038
1973,0.10704
1979,0.08680
1980,0.08551
1982,0.06493
1984,0.07446
1986,0.07704
1987,0.17257
1989,0.06554
1990,0.10299
1991,0.07640
1993,0.08133
1994,0.08029
1995,0.08881
1996,0.08936
1999,0.08481
2001,0.08833
2002,0.08036
2005,0.07708
2006,0.06858
2008,0.08216
2009,0.07947
2011,0.08686
2012,0.09366
2013,0.08281
2015,0.10456
2017,0.07110
2019,0.06534
2020,0.07411
2022,0.08811
2023,0.06517
2024,0.07335
2026,0.08333
2027,0.11128
2028,0.07645
2029,0.08780
2030,0.08356
2032,0.08166
2033,0.07925
2035,0.07670
2036,0.06957
2037,0.12160
2038,0.09815
2039,0.09055
2040,0.11938
2041,0.08343
2042,0.10403
2043,0.09519
2044,0.07480
2046,0.10478
2047,0.08376
2048,0.11113
2049,0.10658
2050,0.09587
2054,0.09575
2061,0.09360
2063,0.09823
2064,0.07614
2065,0.09338
2067,0.08930
2068,0.07216
2069,0.07088
2070,0.08069
2072,0.07050
2073,0.09120
2075,0.08189
2076,0.07216
2077,0.08373
2078,0.09127
2079,0.08145
2081,0.09086
2082,0.14455
2085,0.08498
2086,0.12228
2087,0.08033
2088,0.12668
2089,0.09863
2091,0.09837
2092,0.10416
2093,0.07715
2094,0.07622
2095,0.06642
2096,0.10038
2097,0.07511
2099,0.08554
2100,0.11406
2103,0.07080
2104,0.07523
2105,0.07801
2106,0.10576
2107,0.09273
2110,0.09560
2113,0.07485
2114,0.14242
2115,0.07901
2118,0.07842
2119,0.10529
2120,0.08946
2121,0.09834
2123,0.07506
2124,0.11330
2128,0.10887
2129,0.10119
2131,0.12436
2132,0.10992
2133,0.08466
2134,0.09454
2137,0.07380
2140,0.07818
2141,0.07856
2142,0.07205
2146,0.06734
2148,0.09897
2149,0.12350
2151,0.12694
2152,0.09243
2153,0.08396
2154,0.07918
2155,0.10418
2158,0.07702
2159,0.11559
2160,0.09197
2161,0.08517
2164,0.07364
2166,0.08837
2167,0.10362
2170,0.10456
2171,0.08196
2172,0.07933
2173,0.09845
2175,0.08857
2177,0.08973
2178,0.08456
2179,0.09838
2180,0.07288
2182,0.07955
2183,0.07296
2184,0.08156
2186,0.07835
2187,0.06841
2188,0.07609
2189,0.09465
2191,0.07962
2192,0.11319
2194,0.07084
2196,0.10207
2197,0.09166
2198,0.08605
2199,0.07618
2200,0.07263
2201,0.06611
2202,0.08100
2205,0.07687
2206,0.08564
2207,0.09101
2208,0.07900
2212,0.07716
2215,0.10403
2216,0.07930
2217,0.08111
2218,0.08176
2220,0.09193
2221,0.11014
2223,0.09103
2225,0.08808
2226,0.08649
2231,0.07227
2232,0.08681
2233,0.07490
2234,0.10945
2235,0.07973
2236,0.08848
2237,0.11473
2239,0.07476
2240,0.07325
2242,0.08883
2247,0.07752
2248,0.07451
2250,0.08475
2251,0.09063
2255,0.10739
2257,0.07245
2258,0.09600
2259,0.06652
2260,0.07421
2261,0.12109
2263,0.07782
2265,0.07561
2266,0.07584
2267,0.11003
2268,0.07508
2269,0.09054
2270,0.07270
2271,0.08771
2272,0.07740
2273,0.09536
2275,0.06992
2276,0.08145
2277,0.09614
2278,0.11077
2279,0.07544
2282,0.06524
2285,0.08887
2286,0.08704
2289,0.07029
2294,0.13308
2296,0.07652
2297,0.07792
2299,0.08824
2300,0.10778
2301,0.12781
2302,0.07712
2305,0.08381
2306,0.12281
2307,0.08198
2308,0.08460
2310,0.10153
2312,0.09022
2316,0.11752
2317,0.08425
2319,0.09217
2320,0.09717
2322,0.07502
2323,0.06594
2324,0.06596
2326,0.07614
2327,0.07325
2328,0.11166
2329,0.11711
2331,0.07305
2335,0.08925
2338,0.08069
2339,0.08812
2340,0.09379
2341,0.07845
2342,0.08700
2345,0.08327
2349,0.08386
2350,0.09336
2351,0.07720
2353,0.09842
2354,0.12938
2355,0.08337
2356,0.08421
2357,0.09429
2359,0.07078
2360,0.10049
2361,0.08496
2362,0.09265
2364,0.07906
2366,0.07198
2368,0.09626
2369,0.08329
2370,0.08755
2372,0.09112
2376,0.07002
2381,0.07439
2383,0.07097
2384,0.11409
2385,0.07704
2386,0.08988
2388,0.09562
2390,0.08452
2392,0.08601
2394,0.10277
2395,0.07084
2396,0.07270
2397,0.06930
2399,0.13385
2401,0.08655
2402,0.06477
2403,0.10987
2405,0.15811
2406,0.11494
2407,0.07271
2408,0.06916
2410,0.06490
2412,0.08682
2415,0.09015
2417,0.07966
2418,0.07618
2420,0.08444
2421,0.10334
2425,0.10398
2426,0.06462
2427,0.06973
2428,0.08302
2429,0.10729
2434,0.10182
2435,0.08113
2436,0.07306
2437,0.09417
2438,0.10821
2439,0.07212
2441,0.10150
2443,0.07656
2444,0.07981
2445,0.07007
2446,0.08811
2449,0.08005
2452,0.11036
2453,0.09884
2454,0.09747
2455,0.08190
2456,0.07250
2457,0.08316
2460,0.10268
2461,0.06986
2463,0.06607
2465,0.06873
2466,0.07742
2468,0.07599
2469,0.10154
2471,0.09341
2472,0.11206
2473,0.06913
2474,0.08885
2475,0.10941
2476,0.07306
2477,0.08433
2478,0.08743
2480,0.06252
2483,0.07375
2484,0.09504
2486,0.13850
2488,0.07775
2489,0.09624
2490,0.07285
2495,0.13589
2496,0.09060
2497,0.08082
2498,0.09760
2503,0.07091
2505,0.07626
2506,0.07732
2507,0.09312
2508,0.11692
2509,0.07067
2514,0.10218
2515,0.08100
2521,0.06872
2522,0.07125
2523,0.07731
2524,0.08817
2526,0.08648
2527,0.11667
2529,0.09752
2530,0.09997
2531,0.08265
2532,0.07075
2534,0.12099
2535,0.06882
2536,0.06836
2537,0.06647
2539,0.07196
2542,0.08278
2545,0.09653
2546,0.07974
2548,0.09258
2549,0.07254
2550,0.07676
2552,0.07088
2554,0.09225
2555,0.07966
2558,0.08680
2560,0.12111
2563,0.07692
2564,0.10874
2565,0.07881
2571,0.13346
2574,0.11183
2575,0.06705
2576,0.07228
2577,0.10061
2578,0.06615
2579,0.07590
2581,0.09396
2582,0.07427
2583,0.09934
2585,0.07608
2586,0.08849
2587,0.07222
2591,0.06966
2592,0.06753
2594,0.07478
2595,0.11143
2597,0.10661
2598,0.07609
2599,0.11936
2600,0.09405
2602,0.11240
2603,0.08863
2605,0.07089
2606,0.07055
2607,0.08575
2608,0.10318
2609,0.07147
2610,0.09142
2611,0.08713
2613,0.07392
2615,0.06701
2616,0.08246
2621,0.09411
2623,0.08059
2624,0.09373
2625,0.09953
2626,0.07725
2627,0.08474
2628,0.07726
2629,0.10897
2630,0.07555
2631,0.13770
2633,0.07361
2634,0.10372
2635,0.09005
2636,0.08968
2638,0.08312
2639,0.09888
2640,0.07148
2642,0.08362
2643,0.11334
2646,0.08960
2647,0.09060
2648,0.08847
2649,0.08325
2650,0.08238
2652,0.07419
2654,0.07736
2658,0.09678
2659,0.07813
2660,0.08890
2661,0.08969
2662,0.08649
2663,0.10789
2665,0.08170
2666,0.09211
2667,0.07366
2668,0.06673
2671,0.06978
2673,0.09921
2674,0.09440
2675,0.10348
2676,0.10271
2677,0.07865
2678,0.07930
2681,0.08782
2683,0.07013
2685,0.09085
2687,0.07819
2690,0.15651
2692,0.07926
2693,0.07048
2694,0.06510
2695,0.07869
2696,0.09578
2697,0.11963
2698,0.13501
2699,0.07502
2701,0.08436
2702,0.09565
2703,0.10265
2705,0.10551
2711,0.08503
2715,0.11540
2720,0.08621
2721,0.11183
2722,0.07497
2724,0.08619
2726,0.07924
2729,0.07187
2730,0.06449
2731,0.09983
2732,0.07181
2733,0.06344
2734,0.06768
2736,0.07527
2738,0.08033
2739,0.07971
2740,0.08250
2741,0.11450
2743,0.08575
2746,0.11098
2747,0.07898
2750,0.08266
2751,0.08472
2752,0.08669
2753,0.08738
2755,0.08268
2756,0.06982
2757,0.07010
2761,0.07396
2763,0.11366
2764,0.11680
2765,0.06719
2767,0.09796
2769,0.12250
2772,0.08014
2774,0.07572
2776,0.08375
2777,0.06616
2778,0.08463
2782,0.08742
2783,0.07906
2786,0.07279
2790,0.08544
2791,0.09091
2792,0.07273
2793,0.07833
2794,0.08913
2795,0.07942
2796,0.10911
2797,0.07775
2800,0.09685
2801,0.07555
2802,0.07572
2804,0.07041
2805,0.10308
2807,0.07432
2808,0.08912
2811,0.08313
2812,0.07538
2813,0.08081
2814,0.11706
2815,0.08553
2817,0.07819
2819,0.09725
2821,0.07759
2825,0.09747
2828,0.07739
2829,0.08093
2831,0.07966
2832,0.08274
2834,0.08437
2835,0.08172
2836,0.10197
2837,0.12234
2838,0.12013
2840,0.08195
2841,0.09484
2842,0.12596
2843,0.08013
2845,0.08815
2847,0.08386
2848,0.06769
2850,0.07207
2851,0.09022
2854,0.08417
2856,0.07270
2857,0.08876
2858,0.08392
2859,0.07628
2862,0.09809
2864,0.07478
2865,0.10736
2866,0.07011
2867,0.07028
2868,0.08203
2869,0.08710
2871,0.08693
2872,0.07990
2873,0.07588
2874,0.06616
2875,0.09781
2878,0.11743
2882,0.09588
2883,0.09008
2886,0.06904
2887,0.09075
2888,0.10187
2889,0.07555
2892,0.07500
2893,0.07067
2895,0.08637
2897,0.08245
2898,0.07120
2899,0.10383
2903,0.07158
2906,0.08077
2907,0.07728
2909,0.08726
2913,0.07321
2915,0.06538
2916,0.07153
2917,0.10435
2918,0.08997
2921,0.07553
2924,0.07421
2925,0.09683
2928,0.15060
2929,0.08155
2931,0.10607
2932,0.07285
2934,0.08622
2936,0.10767
2937,0.09495
2939,0.07384
2940,0.11595
2941,0.07937
2942,0.09237
2943,0.10071
2946,0.07498
2947,0.07136
2949,0.10470
2952,0.10112
2953,0.08740
2954,0.07592
2956,0.06422
2960,0.07906
2962,0.09099
2964,0.08226
2965,0.07833
2966,0.12176
2967,0.07433
2968,0.11380
2971,0.09816
2972,0.09061
2973,0.11181
2975,0.12995
2976,0.07950
2977,0.11571
